Date,Open,High,Low,Close,Volume,TotalVolume,ClosePC,ClosePC>0.003,EMA9,EMA9PC,EMA9PC>0.001,EMA20,EMA9>EMA20,VP,TotalVP,VWAP,EMA9>VWAP,impulse,state,F,QTY
2017-03-10 12:45:00,243.84,243.929,243.72,243.8612,26509.0,1556729.0,-7.70870920125e-05,0,244.314438875,-0.000463571420765,0,244.524275701,0,6463867.96393,380780627.775,244.603028385,-1,0,0,1,0
2017-03-10 12:50:00,243.8,243.93,243.43,243.58,27904.0,1584633.0,-0.00115311496868,0,244.1675511,-0.000601224289602,0,244.434344682,0,6798716.58667,387579344.361,244.586187692,-1,0,0,1,0
2017-03-10 12:55:00,243.57,243.66,243.3,243.43,16505.0,1601138.0,-0.000615814106248,0,244.02004088,-0.000604135231308,0,244.338692807,0,4018362.31667,391597706.678,244.57461298,-1,0,0,1,0
2017-03-10 13:00:00,243.3797,243.84,243.14,243.84,45326.0,1646464.0,0.0016842624163,0,243.984032704,-0.000147562371678,0,244.291198254,0,11041715.7733,402639422.451,244.547966097,-1,0,0,1,0
2017-03-10 13:05:00,243.84,243.84,243.5699,243.65,16559.0,1663023.0,-0.000779199475066,0,243.917226163,-0.000273815216656,0,244.230131754,0,4035206.96137,406674629.413,244.539389661,-1,0,0,1,0
2017-03-10 13:10:00,243.63,243.63,243.13,243.2128,25228.0,1688251.0,-0.00179437718038,0,243.77634093,-0.00057759443577,0,244.133243015,0,6138584.59947,412813214.012,244.521231743,-1,0,0,1,0
2017-03-10 13:15:00,243.23,243.591,243.16,243.59,21444.0,1709695.0,0.00155090521551,0,243.739072744,-0.000152878601566,0,244.081505585,0,5220477.468,418033691.48,244.507758097,-1,0,0,1,0
2017-03-10 13:20:00,243.67,243.68,243.52,243.576,12685.0,1722380.0,-5.7473623712e-05,0,243.706458196,-0.000133809276083,0,244.033362196,0,3089964.52,421123656.0,244.501013714,-1,0,0,1,0
2017-03-10 13:25:00,243.61,243.62,243.0,243.1622,32896.0,1755276.0,-0.00169885374585,0,243.597606556,-0.000446650613642,0,243.950394368,0,8002305.08373,429125961.084,244.477769356,-1,0,0,1,0
2017-03-10 13:30:00,243.165,243.239,243.01,243.0787,16105.0,1771381.0,-0.000343392188424,0,243.493825245,-0.000426035841437,0,243.867375857,0,3915274.20283,433041235.287,244.465326932,-1,0,0,1,0
2017-03-10 13:35:00,243.15,243.165,243.0,243.09,22129.0,1793510.0,4.64870019463e-05,0,243.413060196,-0.000331692390736,0,243.793340061,0,5379227.965,438420463.252,244.44829594,-1,0,0,1,0
2017-03-10 13:40:00,243.01,243.31,243.01,243.14,25824.0,1819334.0,0.000205685137192,0,243.358448157,-0.000224359527694,0,243.731117198,0,6279191.68,444699654.932,244.429914975,-1,0,0,1,0
2017-03-10 13:45:00,243.12,243.245,243.01,243.01,19278.0,1838612.0,-0.000534671382742,0,243.288758526,-0.000286366189067,0,243.66243937,0,4686256.89,449385911.822,244.41584838,-1,0,0,1,0
2017-03-10 13:50:00,243.03,243.48,243.02,243.4,28044.0,1866656.0,0.00160487222748,0,243.31100682,9.14481007426e-05,0,243.637445144,0,6823105.2,456209017.022,244.399084256,-1,0,0,1,0
2017-03-10 13:55:00,243.385,243.57,243.24,243.4,22143.0,1888799.0,0.0,0,243.328805456,7.31517910018e-05,0,243.614831321,0,5389680.01,461598697.032,244.387410747,-1,0,0,1,0
2017-03-10 14:00:00,243.49,243.49,243.1559,243.43,10681.0,1899480.0,0.00012325390304,0,243.349044365,8.31751452424e-05,0,243.597228338,0,2599313.56263,464198010.594,244.38162581,-1,0,0,1,0
2017-03-10 14:05:00,243.47,243.8743,243.47,243.7501,35764.0,1935244.0,0.00131495707185,0,243.429255492,0.000329613486659,0,243.611787544,0,8715620.04053,472913630.635,244.368994625,-1,0,0,1,0
2017-03-10 14:10:00,243.83,243.9872,243.68,243.717,25920.0,1961164.0,-0.000135794816084,0,243.486804394,0.000236409142666,0,243.621807778,0,6319159.488,479232790.123,244.36140482,-1,0,0,1,0
2017-03-10 14:15:00,243.76,244.27,243.76,244.18,36877.0,1998041.0,0.00189974437565,0,243.625443515,0.000569390697035,0,243.674968942,0,9000569.39,488233359.513,244.356026484,-1,0,0,1,0
2017-03-10 14:20:00,244.2,244.39,243.94,243.9444,25375.0,2023416.0,-0.000964861987059,0,243.689234812,0.000261841686557,0,243.700629042,0,6193820.96667,494427180.479,244.352708726,-1,0,0,1,0
2017-03-10 14:25:00,244.04,244.21,243.94,244.1522,16853.0,2040269.0,0.000851833450573,0,243.78182785,0.000379963594559,0,243.7436358,1,4113829.65887,498541010.138,244.350627363,-1,0,0,1,0
2017-03-10 14:30:00,244.19,244.23,244.05,244.0872,11285.0,2051554.0,-0.000266227377841,0,243.84290228,0.000250529051449,0,243.7763562,1,2754921.284,501295931.422,244.34937195,-1,0,0,1,0
2017-03-10 14:35:00,244.1,244.1,243.8871,243.9353,11285.0,2062839.0,-0.000622318581228,0,243.861381824,7.57846297779e-05,0,243.791493705,1,2753248.09467,504049179.517,244.347319164,-1,0,0,1,0
2017-03-10 14:40:00,243.96,243.98,243.83,243.92,15534.0,2078373.0,-6.27215495257e-05,0,243.873105459,4.8074997242e-05,0,243.8037324,1,3788897.94,507838077.457,244.34405059,-1,0,0,1,0
2017-03-10 14:45:00,243.84,243.94,243.75,243.81,23747.0,2102120.0,-0.000450967530338,0,243.860484367,-5.17527005259e-05,0,243.804329314,1,5790310.16667,513628387.624,244.338281175,-1,0,0,1,0
2017-03-10 14:50:00,243.91,243.91,243.61,243.62,22192.0,2124312.0,-0.000779295352939,0,243.812387494,-0.000197231107612,0,243.786774141,1,5408486.29333,519036873.917,244.331752547,-1,0,0,1,0
2017-03-10 14:55:00,243.58,243.753,243.54,243.5777,10417.0,2134729.0,-0.000173631064773,0,243.765449995,-0.000192514823509,0,243.766862318,0,2537826.69397,521574700.611,244.328296759,-1,0,0,1,0
2017-03-10 15:00:00,243.56,243.67,243.42,243.63,13154.0,2147883.0,0.000214715879163,0,243.738359996,-0.000111131413408,0,243.753827812,0,3203963.62667,524778664.238,244.323673234,-1,0,0,1,0
2017-03-10 15:05:00,243.61,243.7,243.5344,243.6499,9788.0,2157671.0,8.16812379427e-05,0,243.720667997,-7.25860270774e-05,0,243.743929925,0,2384631.8428,527163296.08,244.320517855,-1,0,0,1,0
2017-03-10 15:10:00,243.66,243.74,243.51,243.62,17882.0,2175553.0,-0.000122717062474,0,243.700534397,-8.26093228951e-05,0,243.732127075,0,4356472.44667,531519768.527,244.314787333,-1,0,0,1,0
2017-03-10 15:15:00,243.61,243.75,243.56,243.68,9193.0,2184746.0,0.00024628519826,0,243.696427518,-1.68521562629e-05,0,243.727162592,0,2239997.02333,533759765.55,244.312046137,-1,0,0,1,0
2017-03-10 15:20:00,243.67,243.8,243.5,243.7334,32959.0,2217705.0,0.000219139855548,0,243.703822014,3.03430644661e-05,0,243.727756631,0,8031376.6102,541791142.161,244.302620123,-1,0,0,1,0
2017-03-10 15:25:00,243.7251,243.75,243.63,243.67,15175.0,2232880.0,-0.00026012027896,0,243.697057611,-2.77566548434e-05,0,243.722255999,0,3697894.58333,545489036.744,244.298411354,-1,0,0,1,0
2017-03-10 15:30:00,243.72,243.75,243.5324,243.69,21633.0,2254513.0,8.20782205442e-05,0,243.695646089,-5.79211875262e-06,0,243.719183999,0,5271041.9764,550760078.72,244.29226122,-1,0,0,1,0
2017-03-10 15:35:00,243.74,243.83,243.68,243.7125,17361.0,2271874.0,9.23304197957e-05,0,243.699016871,1.38319342844e-05,0,243.718547428,0,4231584.6075,554991663.328,244.288047369,-1,0,0,1,0
2017-03-10 15:40:00,243.72,244.1327,243.72,244.13,42786.0,2314660.0,0.00171308406421,0,243.785213497,0.000353701163166,0,243.757733387,1,10439537.2674,565431200.595,244.282616279,-1,0,0,1,0
2017-03-10 15:45:00,244.17,244.17,243.83,243.91,28308.0,2342968.0,-0.000901159218449,0,243.810170798,0.000102374135928,0,243.772234969,1,6906302.76,572337503.355,244.278839214,-1,0,0,1,0
2017-03-10 15:50:00,243.91,243.95,243.52,243.67,49091.0,2392059.0,-0.000983969496946,0,243.782136638,-0.000114983552332,0,243.762498306,1,11964131.2467,584301634.602,244.267233627,-1,0,0,1,0
2017-03-10 15:55:00,243.67,243.93,243.635,243.8399,66217.0,2458276.0,0.000697254483523,0,243.793689311,4.73893310351e-05,0,243.769869895,1,16143812.7544,600445447.356,244.254692051,-1,0,0,1,0
2017-03-10 16:00:00,243.79,243.88,243.6,243.69,135721.0,2593997.0,-0.000614747627439,0,243.772951448,-8.50631620521e-05,0,243.762263239,1,33078374.5233,633523821.88,244.226890733,-1,0,0,1,0
2017-03-10 16:05:00,243.69,243.84,243.69,243.7,68986.0,2662983.0,4.10357421314e-05,0,243.758361159,-5.98519630426e-05,0,243.756333406,1,16814877.5933,650338699.473,244.214363919,-1,0,0,1,0
2017-03-10 16:10:00,243.7,243.7,243.7,243.7,100.0,2663083.0,0.0,0,243.746688927,-4.78844364117e-05,0,243.75096832,0,24370.0,650363069.473,244.214344605,-1,0,0,1,0
2017-03-10 16:15:00,243.6,243.6,243.6,243.6,488.0,2663571.0,-0.000410340582684,0,243.717351142,-0.000120361780194,0,243.736590385,0,118876.8,650481946.273,244.214232049,-1,0,0,1,0
2017-03-10 16:20:00,243.9,243.9,243.9,243.9,680.0,2664251.0,0.0012315270936,0,243.753880913,0.000149885806293,0,243.752153205,1,165852.0,650647798.273,244.214151847,-1,0,0,1,0
2017-03-10 16:25:00,243.61,243.7,243.61,243.7,1394.0,2665645.0,-0.000820008200082,0,243.743104731,-4.42092762295e-05,0,243.747186233,0,339675.98,650987474.253,244.213867283,-1,0,0,1,0
2017-03-10 16:45:00,243.55,243.55,243.55,243.55,450.0,2666095.0,-0.000615510874025,0,243.704483784,-0.000158449389431,0,243.728406592,0,109597.5,651097071.753,244.213755231,-1,0,0,1,0
2017-03-10 16:55:00,243.63,243.63,243.63,243.63,500.0,2666595.0,0.000328474645863,0,243.689587028,-6.11263144066e-05,0,243.719034536,0,121815.0,651218886.753,244.213645774,-1,0,0,1,0
2017-03-10 17:00:00,243.67,243.67,243.67,243.67,100.0,2666695.0,0.00016418339285,0,243.685669622,-1.60753915104e-05,0,243.71436458,0,24367.0,651243253.753,244.213625388,-1,0,0,1,0
2017-03-10 17:05:00,243.67,243.67,243.67,243.67,280.0,2666975.0,0.0,0,243.682535698,-1.28605199462e-05,0,243.710139382,0,68227.6,651311481.353,244.213568314,-1,0,0,1,0
2017-03-10 17:30:00,243.69,243.7,243.69,243.7,637.0,2667612.0,0.000123117330816,0,243.686028558,1.43336511915e-05,0,243.709173726,0,155234.776667,651466716.13,244.213444882,-1,0,0,1,0
2017-03-10 18:05:00,243.71,243.71,243.71,243.71,100.0,2667712.0,4.10340582684e-05,0,243.690822847,1.96740387741e-05,0,243.709252419,0,24371.0,651491087.13,244.213426011,-1,0,0,1,0
2017-03-10 18:40:00,243.9,243.9,243.9,243.9,100.0,2667812.0,0.000779615116327,0,243.732658277,0.000171674214937,0,243.727418855,1,24390.0,651515477.13,244.213414262,-1,0,0,1,0
2017-03-10 18:45:00,243.75,243.75,243.75,243.75,780.0,2668592.0,-0.000615006150061,0,243.736126622,1.42301182953e-05,0,243.729569441,1,190125.0,651705602.13,244.213278811,-1,0,0,1,0
2017-03-10 19:45:00,243.75,243.75,243.75,243.75,729.0,2669321.0,0.0,0,243.738901297,1.13839326414e-05,0,243.731515208,1,177693.75,651883295.88,244.213152288,-1,0,0,1,0
2017-03-10 20:00:00,243.75,243.75,243.71,243.71,568.0,2669889.0,-0.000164102564102,0,243.733121038,-2.37149648703e-05,0,243.729466141,1,138434.853333,652021730.733,244.213048083,-1,0,0,1,0
