Date,Open,High,Low,Close,Volume,TotalVolume,EMA,VP,TotalVP,VWAP,EMA>VWAP
2017-03-09 18:15:00,244.87,244.87,244.87,244.87,100.0,3339928.0,244.967635148,24487.0,820481715.212,245.65850378,-1.0
2017-03-09 18:40:00,244.86,244.86,244.86,244.86,450.0,3340378.0,244.946108119,110187.0,820591902.212,245.658396209,-1.0
2017-03-09 19:30:00,245.0,245.0,245.0,245.0,100.0,3340478.0,244.956886495,24500.0,820616402.212,245.6583765,-1.0
2017-03-09 19:50:00,244.95,245.3,244.95,245.2,500.0,3340978.0,245.005509196,122575.0,820738977.212,245.658300418,-1.0
2017-03-09 20:00:00,245.3,245.3,245.3,245.3,551.0,3341529.0,245.064407357,135160.3,820874137.512,245.658241336,-1.0
2017-03-10 04:05:00,246.0,246.0,246.0,246.0,100.0,3341629.0,245.251525885,24600.0,820898737.512,245.658251563,-1.0
2017-03-10 04:55:00,245.76,245.76,245.76,245.76,100.0,3341729.0,245.353220708,24576.0,820923313.512,245.658254608,-1.0
2017-03-10 05:30:00,245.6,245.6,245.6,245.6,200.0,3341929.0,245.402576567,49120.0,820972433.512,245.658251122,-1.0
2017-03-10 06:00:00,245.9,245.9,245.9,245.9,100.0,3342029.0,245.502061253,24590.0,820997023.512,245.658258355,-1.0
2017-03-10 07:05:00,246.6,246.6,246.18,246.18,388.0,3342417.0,245.637649003,95572.16,821092595.672,245.658335173,-1.0
2017-03-10 07:15:00,246.05,246.05,246.05,246.05,227.0,3343071.0,245.790519202,55853.35,821253752.629,245.65848366,1.0
2017-03-10 07:45:00,246.5,246.5,246.5,246.5,100.0,3343171.0,245.932415362,24650.0,821278402.629,245.658508832,1.0
2017-03-10 07:50:00,246.26,246.26,246.26,246.26,100.0,3343271.0,245.997932289,24626.0,821303028.629,245.658526823,1.0
2017-03-10 07:55:00,246.22,246.22,246.0,246.0,927.0,3344198.0,245.998345831,228109.98,821531138.609,245.658641806,1.0
2017-03-10 08:05:00,246.37,246.5,246.06,246.06,661.0,3344859.0,246.010676665,162742.606667,821693881.216,245.658750104,1.0
2017-03-10 08:20:00,246.25,246.25,246.25,246.25,220.0,3346629.0,246.058541332,54175.0,822129676.549,245.659042741,1.0
2017-03-10 08:25:00,246.25,246.25,246.25,246.25,258.0,3346887.0,246.096833066,63532.5,822193209.049,245.659088296,1.0
2017-03-10 08:30:00,246.35,246.35,246.34,246.35,1215.0,3348102.0,246.147466453,299311.2,822492520.249,245.659337813,1.0
2017-03-10 08:40:00,246.5,246.75,246.5,246.6,5038.0,3353140.0,246.237973162,1242454.76667,823734975.016,245.660776173,1.0
2017-03-10 08:45:00,246.61,246.8,246.61,246.75,314.0,3353454.0,246.34037853,77470.08,823812445.096,245.660875353,1.0
2017-03-10 08:50:00,246.8,247.4,246.8,247.4,5414.0,3358868.0,246.552302824,1338340.8,825150785.896,245.663356195,1.0
2017-03-10 09:00:00,247.1,247.1,247.1,247.1,300.0,3360018.0,246.733473807,74130.0,825434880.062,245.663826819,1.0
2017-03-10 09:05:00,247.06,247.06,247.06,247.06,100.0,3361723.0,246.784379046,24706.0,825856060.912,245.664518139,1.0
2017-03-10 09:10:00,247.0,247.0,247.0,247.0,2272.0,3364395.0,246.817903237,561184.0,826516048.912,245.665579967,1.0
2017-03-10 09:15:00,246.61,246.61,246.6,246.61,589.0,3364984.0,246.776322589,145251.326667,826661300.239,245.665744693,1.0
2017-03-10 09:20:00,246.99,246.99,246.99,246.99,275.0,3365259.0,246.819058071,67922.25,826729222.489,245.665852907,1.0
2017-03-10 09:35:00,246.21,246.5,246.2,246.3616,43191.0,43191.0,246.833511111,10640269.8552,10640269.8552,246.353866667,1.0
2017-03-10 09:40:00,244.61,244.7,244.6,244.6203,1050.0,197405.0,246.233393333,256872.105,48370392.2717,245.03124172,1.0
2017-03-10 09:45:00,244.9184,244.9347,244.78,244.9347,650.0,278284.0,246.024006667,159174.036667,68189435.8283,245.035416439,1.0
2017-03-10 09:50:00,245.1,245.1,245.0,245.0,300.0,309020.0,245.867285333,73510.0,75724973.0541,245.048776953,1.0
2017-03-10 09:55:00,245.0,245.34,244.62,244.86,38295.0,367188.0,245.670628267,9379977.3,89973220.1641,245.033116997,1.0
2017-03-10 10:05:00,244.5114,244.69,244.4102,244.69,2124.0,406801.0,245.271202091,519523.4616,99658054.3457,244.979865698,1.0
2017-03-10 10:10:00,244.43,244.43,244.43,244.43,100.0,478088.0,245.059825673,24443.0,117084766.665,244.902124013,1.0
2017-03-10 10:15:00,244.27,244.28,244.27,244.28,200.0,522009.0,244.891108538,48855.3333333,127818597.571,244.85899203,1.0
2017-03-10 10:20:00,243.6,243.6,243.6,243.6,200.0,602893.0,244.52909483,48720.0,147537477.26,244.715857143,-1.0
2017-03-10 10:25:00,243.57,243.57,243.51,243.56,1400.0,661629.0,244.328811864,340965.333333,161847210.602,244.619281504,-1.0
2017-03-10 10:30:00,244.52,244.58,244.52,244.5683,900.0,775676.0,244.537909491,220100.49,189706607.811,244.569392131,-1.0
2017-03-10 10:40:00,244.33,244.33,243.99,244.0038,8005.0,941452.0,244.411620475,1954084.00633,230247628.166,244.566508081,-1.0
2017-03-10 10:45:00,244.2,244.2,244.2,244.2,400.0,977126.0,244.38868838,97680.0,238958873.984,244.55277414,-1.0
2017-03-10 10:50:00,244.5879,244.5879,244.5879,244.5879,200.0,1015538.0,244.475506704,48917.58,248346158.459,244.546396549,-1.0
2017-03-10 10:55:00,244.98,244.98,244.98,244.98,100.0,1090863.0,244.629541363,24498.0,266792567.129,244.570186292,1.0
2017-03-10 11:00:00,245.2447,245.2447,245.2447,245.2447,200.0,1145979.0,244.78478109,49048.94,280302005.471,244.596109938,1.0
2017-03-10 11:05:00,245.14,245.15,245.1,245.1,2759.0,1199779.0,244.834272872,676276.883333,293495405.451,244.624556231,1.0
2017-03-10 11:10:00,244.8993,244.8993,244.8993,244.8993,100.0,1220426.0,244.804078298,24489.93,298552267.824,244.629553799,1.0
2017-03-10 11:15:00,245.09,245.09,245.09,245.09,100.0,1239418.0,244.911662638,24509.0,303206204.325,244.635953588,1.0
2017-03-10 11:20:00,244.94,244.94,244.9,244.9,500.0,1255344.0,244.867730111,122456.666667,307106314.131,244.639169926,1.0
2017-03-10 11:25:00,244.54,244.63,244.54,244.63,1600.0,1285393.0,244.757784088,391360.0,314457300.825,244.639033218,1.0
2017-03-10 11:35:00,244.79,244.8,244.7,244.74,4618.0,1335160.0,244.745301817,1130240.10667,326631766.486,244.638669887,1.0
2017-03-10 11:40:00,244.58,244.58,244.58,244.58,100.0,1346197.0,244.685041453,24458.0,329331100.33,244.638117846,1.0
2017-03-10 11:45:00,244.61,244.61,244.61,244.61,100.0,1352147.0,244.673233163,24461.0,330786493.163,244.637966999,1.0
2017-03-10 11:50:00,244.66,244.66,244.66,244.66,100.0,1360969.0,244.68818653,24466.0,332944918.09,244.638135101,1.0
2017-03-10 11:55:00,244.7,244.89,244.6,244.89,6555.0,1375968.0,244.749349224,1604620.3,336616159.43,244.639526086,1.0
2017-03-10 12:05:00,244.5547,244.5547,244.5547,244.5547,200.0,1404745.0,244.678523503,48910.94,343655757.097,244.639245626,1.0
2017-03-10 12:15:00,244.6196,244.6196,244.6196,244.6196,200.0,1429876.0,244.658309442,48923.92,349803462.529,244.639019418,1.0
2017-03-10 12:20:00,244.62,244.62,244.62,244.62,100.0,1438735.0,244.646007554,24462.0,351970105.031,244.638592257,1.0
2017-03-10 12:30:00,244.67,244.67,244.63,244.63,900.0,1459397.0,244.662004834,220179.0,357025734.827,244.639213885,1.0
2017-03-10 12:35:00,244.59,244.59,244.59,244.59,192.0,1469681.0,244.658803868,46961.28,359542259.507,244.639659563,1.0
2017-03-10 12:40:00,244.08,244.1316,244.08,244.09,1400.0,1491380.0,244.469843094,341740.746667,364841979.384,244.633815248,-1.0
2017-03-10 12:45:00,243.84,243.84,243.74,243.74,1600.0,1531820.0,244.290274475,390037.333333,374706797.144,244.615422924,-1.0
2017-03-10 12:50:00,243.8,243.93,243.43,243.58,27904.0,1584633.0,244.16761158,6798716.58667,387579344.361,244.586187692,-1.0
2017-03-10 13:00:00,243.3797,243.3797,243.3797,243.3797,200.0,1601338.0,243.892011411,48675.94,391646382.618,244.574463741,-1.0
2017-03-10 13:05:00,243.84,243.84,243.5699,243.65,16559.0,1663023.0,243.917257129,4035206.96137,406674629.413,244.539389661,-1.0
2017-03-10 13:15:00,243.23,243.23,243.23,243.23,300.0,1688551.0,243.667092563,72969.0,412886183.012,244.521002334,-1.0
2017-03-10 13:20:00,243.67,243.68,243.52,243.576,12685.0,1722380.0,243.70647405,3089964.52,421123656.0,244.501013714,-1.0
2017-03-10 13:25:00,243.61,243.62,243.0,243.1622,32896.0,1755276.0,243.59761924,8002305.08373,429125961.084,244.477769356,-1.0
2017-03-10 13:35:00,243.15,243.16,243.09,243.09,600.0,1771981.0,243.413068314,145868.0,433187103.287,244.464869142,-1.0
2017-03-10 13:45:00,243.12,243.18,243.08,243.18,618.0,1819952.0,243.322763721,150264.64,444849919.572,244.429479223,-1.0
2017-03-10 13:50:00,243.03,243.05,243.02,243.05,900.0,1839512.0,243.241010977,218736.0,449604647.822,244.415175232,-1.0
2017-03-10 13:55:00,243.385,243.385,243.3,243.36,2200.0,1868856.0,243.320808781,535366.333333,456744383.355,244.397847322,-1.0
2017-03-10 14:00:00,243.49,243.49,243.38,243.38,300.0,1889099.0,243.339047025,73025.0,461671722.032,244.387256587,-1.0
2017-03-10 14:05:00,243.47,243.8743,243.47,243.7501,35764.0,1935244.0,243.42925762,8715620.04053,472913630.635,244.368994625,-1.0
2017-03-10 14:15:00,243.76,243.76,243.76,243.76,100.0,1961264.0,243.541444877,24376.0,479257166.123,244.361374156,-1.0
2017-03-10 14:20:00,244.2,244.39,243.94,243.9444,25375.0,2023416.0,243.689235901,6193820.96667,494427180.479,244.352708726,-1.0
2017-03-10 14:30:00,244.19,244.19,244.19,244.19,200.0,2040469.0,243.863462977,48838.0,498589848.138,244.350611618,-1.0
2017-03-10 14:35:00,244.1,244.1,244.05,244.1,1100.0,2052654.0,243.894322382,268491.666667,501564423.089,244.349229383,-1.0
2017-03-10 14:45:00,243.84,243.84,243.78,243.78,2384.0,2080757.0,243.854484724,581219.2,508419296.657,244.343427251,-1.0
2017-03-10 14:50:00,243.91,243.91,243.8,243.84,1400.0,2103520.0,243.856387779,341390.0,513969777.624,244.337956199,-1.0
2017-03-10 14:55:00,243.58,243.62,243.55,243.62,1111.0,2125423.0,243.773910223,270635.896667,519307509.814,244.331368303,-1.0
2017-03-10 15:05:00,243.61,243.61,243.59,243.59,600.0,2148483.0,243.708688143,146158.0,524924822.238,244.323470206,-1.0
2017-03-10 15:10:00,243.66,243.74,243.51,243.62,17882.0,2175553.0,243.700534514,4356472.44667,531519768.527,244.314787333,-1.0
2017-03-10 15:15:00,243.61,243.75,243.56,243.68,9193.0,2184746.0,243.696427612,2239997.02333,533759765.55,244.312046137,-1.0
2017-03-10 15:20:00,243.67,243.8,243.5,243.7334,32959.0,2217705.0,243.703822089,8031376.6102,541791142.161,244.302620123,-1.0
2017-03-10 15:25:00,243.7251,243.75,243.63,243.67,15175.0,2232880.0,243.697057671,3697894.58333,545489036.744,244.298411354,-1.0
2017-03-10 15:35:00,243.74,243.74,243.74,243.74,100.0,2254613.0,243.70451691,24374.0,550784452.72,244.292236726,-1.0
2017-03-10 15:40:00,243.72,243.73,243.72,243.73,600.0,2272474.0,243.705213528,146236.0,555137899.328,244.287899148,-1.0
2017-03-10 15:45:00,244.17,244.17,244.17,244.17,200.0,2314860.0,243.862170822,48834.0,565480034.595,244.282606549,-1.0
2017-03-10 15:50:00,243.91,243.91,243.81,243.84,1765.0,2344733.0,243.816136658,430401.133333,572767904.489,244.278518914,-1.0
2017-03-10 15:55:00,243.67,243.75,243.635,243.74,4108.0,2396167.0,243.773709326,1001153.83333,585302788.435,244.266275445,-1.0
2017-03-10 16:00:00,243.79,243.83,243.7885,243.805,1000.0,2459276.0,243.795951461,243807.833333,600689255.19,244.254510348,-1.0
2017-03-10 16:05:00,243.69,243.69,243.69,243.69,64761.0,2658758.0,243.756361169,15781608.09,649305429.97,244.213813356,-1.0
2017-03-10 16:10:00,243.7,243.7,243.7,243.7,100.0,2663083.0,243.746688935,24370.0,650363069.473,244.214344605,-1.0
2017-03-10 16:15:00,243.6,243.6,243.6,243.6,488.0,2663571.0,243.717351148,118876.8,650481946.273,244.214232049,-1.0
2017-03-10 16:20:00,243.9,243.9,243.9,243.9,680.0,2664251.0,243.753880918,165852.0,650647798.273,244.214151847,-1.0
2017-03-10 16:25:00,243.61,243.7,243.61,243.7,1394.0,2665645.0,243.743104735,339675.98,650987474.253,244.213867283,-1.0
2017-03-10 16:45:00,243.55,243.55,243.55,243.55,450.0,2666095.0,243.704483788,109597.5,651097071.753,244.213755231,-1.0
2017-03-10 17:00:00,243.67,243.67,243.67,243.67,100.0,2666695.0,243.685669624,24367.0,651243253.753,244.213625388,-1.0
2017-03-10 17:05:00,243.67,243.67,243.67,243.67,280.0,2666975.0,243.682535699,68227.6,651311481.353,244.213568314,-1.0
2017-03-10 17:30:00,243.69,243.7,243.69,243.7,637.0,2667612.0,243.686028559,155234.776667,651466716.13,244.213444882,-1.0
2017-03-10 18:05:00,243.71,243.71,243.71,243.71,100.0,2667712.0,243.690822848,24371.0,651491087.13,244.213426011,-1.0
2017-03-10 18:40:00,243.9,243.9,243.9,243.9,100.0,2667812.0,243.732658278,24390.0,651515477.13,244.213414262,-1.0
2017-03-10 18:45:00,243.75,243.75,243.75,243.75,780.0,2668592.0,243.736126622,190125.0,651705602.13,244.213278811,-1.0
2017-03-10 19:45:00,243.75,243.75,243.75,243.75,729.0,2669321.0,243.738901298,177693.75,651883295.88,244.213152288,-1.0
2017-03-10 20:00:00,243.75,243.75,243.71,243.71,568.0,2669889.0,243.733121038,138434.853333,652021730.733,244.213048083,-1.0
