Date,Open,High,Low,Close,Volume,TotalVolume,EMA,VP,TotalVP,VWAP,EMA>VWAP
2017-03-08 19:55:00,246.89,246.89,246.89,246.89,119.0,3143278.0,247.261792979,29379.91,779911456.108,248.120419545,-1.0
2017-03-09 05:30:00,247.25,247.25,247.24,247.24,391.0,3143669.0,247.257434383,96672.1433333,780008128.251,248.120310456,-1.0
2017-03-09 07:35:00,247.5,247.5,247.24,247.24,1099.0,3144768.0,247.253947507,271812.006667,780279940.258,248.120033102,-1.0
2017-03-09 08:00:00,246.87,246.87,246.87,246.87,200.0,3144968.0,247.177158005,49374.0,780329314.258,248.119953608,-1.0
2017-03-09 08:05:00,247.2,247.2,247.1,247.1,200.0,3145168.0,247.161726404,49426.6666667,780378740.924,248.119890869,-1.0
2017-03-09 08:25:00,247.98,247.98,247.98,247.98,100.0,3145268.0,247.325381123,24798.0,780403538.924,248.119886421,-1.0
2017-03-09 08:40:00,247.56,247.56,247.5,247.5,425.0,3145693.0,247.360304899,105196.0,780508734.924,248.119805373,-1.0
2017-03-09 08:45:00,247.69,248.05,247.69,248.05,1102.0,3146795.0,247.498243919,273218.86,780781953.784,248.119738904,-1.0
2017-03-09 09:00:00,248.1,248.24,248.1,248.24,400.0,3147195.0,247.646595135,99277.3333333,780881231.118,248.119748258,-1.0
2017-03-09 09:05:00,248.15,248.15,248.15,248.15,188.0,3147383.0,247.747276108,46652.2,780927883.318,248.119750065,-1.0
2017-03-09 09:15:00,248.1,248.24,248.1,248.24,1096.0,3148479.0,247.845820887,272019.893333,781199903.211,248.119775679,-1.0
2017-03-09 09:20:00,248.57,248.6,248.5,248.5,1200.0,3149679.0,247.976656709,298240.0,781498143.211,248.119933241,-1.0
2017-03-09 09:25:00,248.42,248.42,248.24,248.24,600.0,3150279.0,248.029325367,148980.0,781647123.211,248.119967537,-1.0
2017-03-09 09:35:00,247.92,247.92,247.6,247.86,33176.0,33176.0,248.035555556,8220791.62667,8220791.62667,247.793333333,1.0
2017-03-09 09:40:00,246.66,246.66,246.66,246.66,100.0,115118.0,247.660888889,24666.0,28457288.127,247.201029613,1.0
2017-03-09 09:45:00,247.18,247.42,246.7,247.0601,38729.0,207984.0,247.600731111,9568388.03097,51390769.533,247.090014294,1.0
2017-03-09 09:50:00,247.11,247.98,246.95,247.6729,38572.0,246556.0,247.615164889,9547893.0196,60938662.5526,247.159519754,1.0
2017-03-09 10:00:00,247.07,247.07,246.7,246.81,3972.0,296568.0,247.362105529,980527.92,73305803.2726,247.180421598,1.0
2017-03-09 10:10:00,248.2,248.5,248.2,248.3692,7913.0,418521.0,247.758707538,1965244.1932,103497108.119,247.292508904,1.0
2017-03-09 10:15:00,247.8,247.8,247.75,247.8,1522.0,469966.0,247.675894031,377126.233333,116253474.879,247.365713433,1.0
2017-03-09 10:20:00,248.5036,248.5036,248.43,248.43,550.0,535760.0,247.927515225,136649.993333,132589216.013,247.478751703,1.0
2017-03-09 10:25:00,247.9099,248.18,247.9099,248.07,2600.0,580699.0,247.87121218,644938.58,143736421.272,247.523107965,1.0
2017-03-09 10:35:00,247.52,247.52,247.36,247.49,500.0,680470.0,247.667735795,123728.333333,168445391.854,247.542715849,1.0
2017-03-09 10:40:00,247.85,247.86,247.81,247.82,1600.0,712663.0,247.738188636,396528.0,176414641.811,247.542866419,1.0
2017-03-09 10:45:00,247.43,247.55,247.43,247.43,1500.0,747842.0,247.622150909,371205.0,185123811.227,247.544014949,1.0
2017-03-09 10:50:00,247.57,247.57,247.57,247.57,100.0,776969.0,247.632520727,24757.0,192332693.971,247.542300878,1.0
2017-03-09 10:55:00,247.58,247.625,247.58,247.5903,650.0,811468.0,247.632076582,160938.981667,200870574.472,247.539735975,1.0
2017-03-09 11:00:00,247.78,247.815,247.78,247.78,1100.0,850207.0,247.679213265,272570.833333,210467667.924,247.548735689,1.0
2017-03-09 11:05:00,247.32,247.375,247.31,247.375,400.0,888352.0,247.559170612,98941.3333333,219910765.591,247.549130964,1.0
2017-03-09 11:10:00,247.22,247.22,247.22,247.22,400.0,926648.0,247.46653649,98888.0,229377865.141,247.535056613,-1.0
2017-03-09 11:20:00,247.32,247.37,247.32,247.32,1800.0,985131.0,247.450583353,445206.0,243846141.677,247.526614914,-1.0
2017-03-09 11:25:00,247.13,247.23,246.51,246.67,50718.0,1070306.0,247.262466683,12517371.46,264880554.111,247.481144748,-1.0
2017-03-09 11:35:00,247.22,247.22,247.22,247.22,700.0,1101988.0,247.247178677,173054.0,272708331.883,247.469420614,-1.0
2017-03-09 11:45:00,247.075,247.075,246.97,246.97,796.0,1150931.0,247.166914353,196615.98,284805248.867,247.456406046,-1.0
2017-03-09 11:50:00,246.71,246.76,246.71,246.76,400.0,1170143.0,247.049531483,98697.3333333,289547434.3,247.446196149,-1.0
2017-03-09 11:55:00,246.85,246.89,246.62,246.73,16983.0,1198679.0,247.007785186,4190498.64,296589907.367,247.430636031,-1.0
2017-03-09 12:00:00,246.78,246.89,246.37,246.52,21550.0,1220229.0,246.910228149,5314086.33333,301903993.7,247.415848747,-1.0
2017-03-09 12:10:00,246.47,246.48,246.42,246.42,1767.0,1231767.0,246.743346015,435459.48,304747385.85,247.406681499,-1.0
2017-03-09 12:15:00,246.44,246.47,246.1201,246.28,15953.0,1259131.0,246.641076812,3929064.90177,311488335.117,247.383580514,-1.0
2017-03-09 12:20:00,246.2172,246.51,246.18,246.33,15817.0,1274948.0,246.57886145,3896359.78,315384694.897,247.370633859,-1.0
2017-03-09 12:30:00,246.0,246.03,245.98,246.03,5316.0,1316472.0,246.384471328,1307806.88,325605945.83,247.33222266,-1.0
2017-03-09 12:35:00,246.0,246.0,246.0,246.0,100.0,1350411.0,246.302777062,24600.0,333956174.117,247.299654784,-1.0
2017-03-09 12:45:00,245.2845,245.34,245.2845,245.34,925.0,1428261.0,245.89155332,226922.3875,353073937.957,247.20547432,-1.0
2017-03-09 12:50:00,245.1376,245.1376,245.1172,245.1172,300.0,1512687.0,245.701242656,73537.2,373766510.344,247.087804909,-1.0
2017-03-09 12:55:00,245.404,245.49,245.3726,245.49,1012.0,1535631.0,245.704242125,248396.277067,379395694.195,247.061757802,-1.0
2017-03-09 13:00:00,245.035,245.3372,245.03,245.12,14076.0,1576640.0,245.5162737,3450905.9424,389448319.793,247.011568775,-1.0
2017-03-09 13:10:00,245.4,245.4,245.3668,245.3668,550.0,1594721.0,245.456575168,134957.826667,393883105.989,246.991860011,-1.0
2017-03-09 13:15:00,245.27,245.28,245.24,245.24,1500.0,1617185.0,245.386572134,367880.0,399392300.806,246.967601608,-1.0
2017-03-09 13:20:00,245.02,245.3826,245.02,245.3826,17103.0,1651027.0,245.348977707,4194711.4252,407689207.148,246.930672332,-1.0
2017-03-09 13:25:00,245.44,245.5,245.19,245.2276,11549.0,1662576.0,245.324702166,2833037.45413,410522244.602,246.919385701,-1.0
2017-03-09 13:35:00,245.01,245.01,244.9,244.9,12900.0,1691394.0,245.195809386,3159683.0,417583906.942,246.887423594,-1.0
2017-03-09 13:40:00,244.38,244.38,244.38,244.38,100.0,1753504.0,244.947847509,24438.0,432769400.642,246.802630985,-1.0
2017-03-09 13:50:00,244.58,244.6,244.55,244.595,2247.0,1805539.0,244.867062406,549575.005,445494745.278,246.737813627,-1.0
2017-03-09 14:00:00,244.5,244.5,244.5,244.5,100.0,1851269.0,244.74579994,24450.0,456680803.683,246.685275712,-1.0
2017-03-09 14:05:00,244.73,244.73,244.26,244.34,31417.0,1911392.0,244.683839952,7679676.20333,471382265.546,246.617264039,-1.0
2017-03-09 14:15:00,244.09,244.1,244.09,244.0902,500.0,1966841.0,244.479697569,122046.7,484920660.086,246.547972147,-1.0
2017-03-09 14:25:00,243.31,243.36,243.31,243.36,600.0,2088098.0,244.077182444,146006.0,514470529.481,246.38236782,-1.0
2017-03-09 14:30:00,244.06,244.06,244.0,244.0,802.0,2178905.0,244.173745955,195704.04,536613652.737,246.276754947,-1.0
2017-03-09 14:35:00,244.1155,244.1155,244.03,244.1053,1500.0,2206662.0,244.168056764,366125.4,543390528.947,246.250005188,-1.0
2017-03-09 14:45:00,243.5355,243.6,243.5355,243.6,600.0,2282229.0,243.929277929,146147.1,561806386.132,246.165650393,-1.0
2017-03-09 14:50:00,243.14,243.2,243.11,243.1822,7210.0,2349835.0,243.704662343,1753212.92067,578250525.632,246.081331511,-1.0
2017-03-09 14:55:00,243.65,243.7,243.65,243.7,1100.0,2389665.0,243.778577875,268051.666667,587953601.166,246.040177668,-1.0
2017-03-09 15:00:00,243.54,243.59,243.53,243.54,2510.0,2415987.0,243.7052623,611318.866667,594365929.806,246.013711914,-1.0
2017-03-09 15:05:00,243.82,243.88,243.82,243.83,2800.0,2451614.0,243.77020984,682761.333333,603047585.693,245.979826226,-1.0
2017-03-09 15:10:00,244.18,244.252,243.805,244.0,58843.0,2552405.0,243.859367872,14358810.017,627644980.417,245.903365812,-1.0
2017-03-09 15:20:00,244.28,244.28,244.25,244.25,300.0,2639132.0,243.993595438,73278.0,648818258.107,245.845322669,-1.0
2017-03-09 15:25:00,244.55,244.57,244.51,244.55,500.0,2700980.0,244.15527635,122271.666667,663939020.571,245.814119531,-1.0
2017-03-09 15:30:00,244.74,244.76,244.66,244.66,500.0,2758128.0,244.28022108,122346.666667,677923782.651,245.791269532,-1.0
2017-03-09 15:35:00,244.82,244.82,244.81,244.82,400.0,2793610.0,244.402576864,97926.6666667,686609243.218,245.778488485,-1.0
2017-03-09 15:40:00,245.128,245.128,245.128,245.128,700.0,2878563.0,244.592333491,171589.6,707414685.454,245.752719483,-1.0
2017-03-09 15:45:00,245.0,245.01,245.0,245.01,200.0,2939026.0,244.656986793,49001.3333333,722233925.277,245.739209274,-1.0
2017-03-09 15:50:00,245.35,245.35,245.35,245.35,100.0,2996854.0,244.841941434,24535.0,736415746.766,245.729604033,-1.0
2017-03-09 15:55:00,245.19,245.27,245.19,245.24,7300.0,3059411.0,244.894353148,1790203.33333,751759011.012,245.720176535,-1.0
2017-03-09 16:00:00,244.955,245.02,244.955,245.02,1400.0,3162119.0,244.876282518,342997.666667,776923661.559,245.697161163,-1.0
2017-03-09 16:05:00,244.9,244.9,244.87,244.87,49535.0,3337414.0,244.855826014,12130130.8,819856941.226,245.656349864,-1.0
2017-03-09 16:35:00,244.9,244.9,244.9,244.9,102.0,3338679.0,244.909460812,24979.8,820175673.112,245.658739014,-1.0
2017-03-09 17:00:00,245.3,245.3,245.3,245.3,167.0,3338846.0,244.987568649,40965.1,820216638.212,245.658721071,-1.0
2017-03-09 17:15:00,245.0,245.0,245.0,245.0,582.0,3339428.0,244.990054919,142590.0,820359228.212,245.658606268,-1.0
2017-03-09 18:10:00,245.0,245.0,245.0,245.0,400.0,3339828.0,244.992043936,98000.0,820457228.212,245.658527389,-1.0
