Date,Close,High,Low,Open,Volume,ClosePC,0.001<ClosePC<0.05,HighPC>0.001,SAR,SART,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-17 09:35:00,15.24,15.32,15.23,15.32,17508.0,-0.00587084148728,0,0,15.37,-1,15.3025772955,-0.00102128851868,15.312845,0.0,0,0,0,267230.44,267230.44,17508.0,15.2633333333,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 09:40:00,15.16,15.24,15.16,15.22,17671.0,-0.00524934383202,0,0,15.3644,-1,15.2740618364,-0.00186344159827,15.2982883333,0.0,0,0,0,268363.586667,535594.026667,35179.0,15.2248223846,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 09:45:00,15.18,15.2,15.1256,15.16,11901.0,0.00131926121372,1,1,15.348048,-1,15.2552494691,-0.00123165451836,15.2870227778,0.0,0,0,0,180520.7152,716114.741867,47080.0,15.2105934976,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 09:50:00,15.16,15.18,15.15,15.17,9860.0,-0.00131752305665,0,0,15.32135424,-1,15.2361995753,-0.00124874351338,15.2749253704,0.0,0,0,0,149510.466667,865625.208533,56940.0,15.2024097038,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 09:55:00,15.25,15.25,15.15,15.16,21224.0,0.00593667546174,1,1,15.2978637312,-1,15.2389596602,0.000181153110439,15.2725515256,0.0,1,0,0,322958.533333,1188583.74187,78164.0,15.2062809205,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 10:00:00,15.26,15.28,15.24,15.24,6386.0,0.000655737704918,0,0,15.1256,1,15.2431677282,0.000276138794858,15.2713561422,0.0,0,0,0,97450.36,1286034.10187,84550.0,15.2103382835,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 10:05:00,15.28,15.29,15.24,15.26,10725.0,0.00131061598952,1,1,15.131776,1,15.2505341825,0.00048326269813,15.2721793667,0.0,0,0,0,163770.75,1449804.85187,95275.0,15.217054336,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 10:10:00,15.28,15.32,15.275,15.29,16100.0,0.0,0,0,15.14443392,1,15.256427346,0.000386423414482,15.272924189,0.0,0,0,0,246195.833333,1696000.6852,111375.0,15.2278400467,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 10:15:00,15.31,15.33,15.29,15.29,5400.0,0.00196335078534,1,1,15.1655018496,1,15.2671418768,0.000702296189676,15.2764552186,0.0,0,0,0,82674.0,1778674.6852,116775.0,15.2316393509,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 10:20:00,15.29,15.33,15.29,15.31,12257.0,-0.00130633572828,0,0,15.1918215537,1,15.2717135015,0.000299442074452,15.2777451978,0.0,0,0,0,187572.956667,1966247.64187,129032.0,15.2384497014,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 10:25:00,15.255,15.3,15.25,15.3,12455.0,-0.00228907782865,0,0,15.2139301051,1,15.2683708012,-0.000218881809958,15.2755789885,0.0,0,0,0,190167.091667,2156414.73353,141487.0,15.2410803362,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 10:30:00,15.24,15.26,15.23,15.2562,8198.0,-0.000983284169125,0,0,15.33,-1,15.2626966409,-0.00037162840147,15.2721905134,0.0,0,0,0,124964.846667,2281379.5802,149685.0,15.2412037292,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 10:35:00,15.28,15.28,15.25,15.25,5693.0,0.00262467191601,1,1,15.326,-1,15.2661573127,0.000226740522616,15.272934274,0.0,0,0,0,86932.11,2368311.6902,155378.0,15.2422588153,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 10:40:00,15.25,15.27,15.22,15.27,23371.0,-0.00196335078534,0,0,15.32216,-1,15.2629258502,-0.000211674914878,15.2707500574,0.0,0,0,0,356329.846667,2724641.53687,178749.0,15.2428351312,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 10:45:00,15.21,15.26,15.2,15.25,18206.0,-0.00262295081967,0,0,15.3139872,-1,15.2523406802,-0.000693521684089,15.2649643377,0.0,0,0,0,277156.006667,3001797.54353,196955.0,15.2410324365,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 10:50:00,15.23,15.24,15.205,15.21,11785.0,0.00131492439185,1,1,15.300308736,-1,15.2478725441,-0.000292947562967,15.2616344007,0.0,0,0,0,179426.625,3181224.16853,208740.0,15.2401272805,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 10:55:00,15.27,15.27,15.22,15.225,13754.0,0.00262639527249,1,1,15.2882716877,-1,15.2522980353,0.000290236632144,15.2624311245,0.0,0,0,0,209794.346667,3391018.5152,222494.0,15.2409436443,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 11:00:00,15.285,15.29,15.265,15.27,7900.0,0.00098231827112,0,0,15.2,1,15.2588384282,0.000428813607268,15.2645805412,0.0,0,0,0,120712.0,3511730.5152,230394.0,15.2422828511,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 11:05:00,15.28,15.3,15.28,15.29,13980.0,-0.00032711808963,0,0,15.2036,1,15.2630707426,0.000277368056004,15.2660490611,0.0,0,0,0,213707.6,3725438.1152,244374.0,15.2448219336,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 11:10:00,15.23,15.28,15.215,15.27,36176.0,-0.0032722513089,0,0,15.211312,1,15.2564565941,-0.000433343239389,15.2626158172,0.0,0,0,0,551382.533333,4276820.64853,280550.0,15.2444150723,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 11:15:00,15.22,15.23,15.21,15.22,10236.0,-0.000656598818122,0,0,15.3,-1,15.2491652753,-0.000477916924545,15.2585571679,0.0,0,0,0,155791.92,4432612.56853,290786.0,15.2435556338,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 11:20:00,15.23,15.24,15.22,15.22,17817.0,0.00065703022339,0,0,15.2964,-1,15.2453322202,-0.0002513616308,15.2558374376,0.0,0,0,0,271352.91,4703965.47853,308603.0,15.2427730078,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 11:25:00,15.235,15.24,15.22,15.23,4635.0,0.000328299409061,0,0,15.292944,-1,15.2432657762,-0.00013554601577,15.2538529198,0.0,0,0,0,70598.775,4774564.25353,313238.0,15.2426086667,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 11:30:00,15.24,15.25,15.23,15.24,5998.0,0.000328191663932,0,0,15.28962624,-1,15.2426126209,-4.28487728824e-05,15.2525335941,0.0,0,0,0,91409.52,4865973.77353,319236.0,15.2425596535,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 11:35:00,15.23,15.24,15.22,15.24,5028.0,-0.000656167979003,0,0,15.2864411904,-1,15.2400900967,-0.000165491589225,15.2503875375,0.0,0,0,0,76576.44,4942550.21353,324264.0,15.2423649049,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 11:40:00,15.265,15.27,15.235,15.24,9330.0,0.00229809586343,1,1,15.2833835428,-1,15.2450720774,0.000326899684917,15.2517792006,0.0,0,0,0,142344.7,5084894.91353,333594.0,15.2427648984,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 11:45:00,15.275,15.275,15.255,15.265,20488.0,0.000655093350802,0,0,15.2804482011,-1,15.2510576619,0.000392624219171,15.2539907053,0.0,0,0,0,312817.613333,5397712.52687,354082.0,15.244244347,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 11:50:00,15.26,15.28,15.24,15.275,21182.0,-0.000981996726678,0,0,15.21,1,15.2528461295,0.000117268431876,15.2545630191,0.0,0,0,0,323237.32,5720949.84687,375264.0,15.2451336842,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 11:55:00,15.275,15.28,15.26,15.26,12949.0,0.000982961992136,0,0,15.2128,1,15.2572769036,0.000290488349227,15.2565093982,1.0,0,0,1,197752.811667,5918702.65853,388213.0,15.2460187024,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 12:00:00,15.245,15.275,15.245,15.275,8200.0,-0.00196399345336,0,0,15.215488,1,15.2548215229,-0.000160931779699,15.2554132651,-1.0,0,0,0,125091.0,6043793.65853,396413.0,15.2462044851,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 12:05:00,15.225,15.24,15.22,15.24,37796.0,-0.0013119055428,0,0,15.21806848,1,15.2488572183,-0.000390978325863,15.2525167636,0.0,0,0,0,575570.086667,6619363.7452,434209.0,15.2446488792,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 12:10:00,15.23,15.23,15.21,15.22,8000.0,0.000328407224959,0,0,15.28,-1,15.2450857747,-0.000247326315034,15.2503723099,0.0,0,0,0,121786.666667,6741150.41187,442209.0,15.2442632598,1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 12:15:00,15.235,15.24,15.2,15.22,20382.0,0.000328299409061,0,0,15.2772,-1,15.2430686197,-0.000132315092303,15.2489082804,0.0,0,0,0,310315.95,7051466.36187,462591.0,15.2434145106,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 12:20:00,15.23,15.25,15.22,15.24,4898.0,-0.000328191663932,0,0,15.271024,-1,15.2404548958,-0.000171469669943,15.2471074918,0.0,0,0,0,74612.8666667,7126079.22853,467489.0,15.2433088876,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 12:25:00,15.25,15.25,15.22,15.23,5400.0,0.00131319763624,1,1,15.26534208,-1,15.2423639166,0.000125260096036,15.2473829688,0.0,0,0,0,82296.0,7208375.22853,472889.0,15.2432711028,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 12:30:00,15.2,15.25,15.2,15.25,8773.0,-0.00327868852459,0,0,15.2601147136,-1,15.2338911333,-0.000555870688513,15.2428703051,0.0,0,0,0,133495.816667,7341871.0452,481662.0,15.2427865291,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 12:35:00,15.2,15.22,15.2,15.21,7801.0,0.0,0,0,15.2553055365,-1,15.2271129066,-0.000444943882072,15.2387874189,0.0,0,0,0,118627.206667,7460498.25187,489463.0,15.2422108553,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 12:40:00,15.18,15.21,15.175,15.21,10152.0,-0.00131578947368,0,0,15.2508810936,-1,15.2176903253,-0.000618802880474,15.2331886171,0.0,0,0,0,154191.96,7614690.21187,499615.0,15.2411160831,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 12:45:00,15.19,15.19,15.175,15.19,7682.0,0.000658761528327,0,0,15.2417753624,-1,15.2121522602,-0.000363922838746,15.2290754155,0.0,0,0,0,116651.17,7731341.38187,507297.0,15.2402663171,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 12:50:00,15.2,15.2,15.18,15.19,6945.0,0.000658327847268,0,0,15.2337623189,-1,15.2097218082,-0.000159770426189,15.2263063283,0.0,0,0,0,105517.7,7836859.08187,514242.0,15.2396324724,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 12:55:00,15.18,15.2,15.175,15.19,3600.0,-0.00131578947368,0,0,15.2267108406,-1,15.2037774466,-0.000390826453952,15.2218962018,0.0,0,0,0,54666.0,7891525.08187,517842.0,15.2392526714,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 13:00:00,15.16,15.17,15.145,15.17,7842.0,-0.00131752305665,0,0,15.2205055397,-1,15.1950219572,-0.000575875919172,15.2160013254,0.0,0,0,0,118871.65,8010396.73187,525684.0,15.2380455404,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 13:05:00,15.165,15.17,15.15,15.155,6096.0,0.00032981530343,0,0,15.2084246534,-1,15.1890175658,-0.000395155167688,15.2111440563,0.0,0,0,0,92425.52,8102822.25187,531780.0,15.2371699798,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 13:10:00,15.15,15.17,15.14,15.17,6882.0,-0.000989119683482,0,0,15.1982767088,-1,15.1812140526,-0.000513760230102,15.2053208129,0.0,0,0,0,104285.24,8207107.49187,538662.0,15.2360988744,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 13:15:00,15.12,15.15,15.115,15.145,6799.0,-0.0019801980198,0,0,15.1866213671,-1,15.1689712421,-0.000806444760297,15.1971950212,0.0,0,0,0,102857.538333,8309965.0302,545461.0,15.2347556108,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 13:20:00,15.12,15.13,15.12,15.12,2700.0,0.0,0,0,15.1722970937,-1,15.1591769937,-0.000645676510677,15.1898431144,0.0,0,0,0,40833.0,8350798.0302,548161.0,15.2342067936,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 13:25:00,15.17,15.17,15.115,15.12,16678.0,0.00330687830688,1,1,15.115,1,15.161341595,0.00014279147629,15.187953294,0.0,1,0,0,252699.496667,8603497.52687,564839.0,15.2317696315,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 13:30:00,15.17,15.18,15.16,15.17,13688.0,0.0,0,0,15.115,1,15.163073276,0.000114216871836,15.1862434564,0.0,0,0,0,207646.96,8811144.48687,578527.0,15.2303081565,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 13:35:00,15.17,15.18,15.16,15.17,6448.0,0.0,0,0,15.115,1,15.1644586208,9.13630622659e-05,15.1846964606,0.0,0,0,0,97816.16,8908960.64687,584975.0,15.2296433982,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 13:40:00,15.15,15.17,15.14,15.17,9939.0,-0.00131839156229,0,0,15.1202,1,15.1615668966,-0.000190690892833,15.1813920358,0.0,0,0,0,150608.98,9059569.62687,594914.0,15.2283685152,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 13:45:00,15.09,15.15,15.09,15.15,38620.0,-0.0039603960396,0,0,15.18,-1,15.1472535173,-0.000944056733752,15.1726880324,0.0,0,0,0,583548.2,9643117.82687,633534.0,15.221152814,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 13:50:00,15.14,15.14,15.085,15.085,26953.0,0.00331345261763,1,1,15.1764,-1,15.1458028138,-9.57733662227e-05,15.1695748864,0.0,1,0,0,407574.281667,10050692.1085,660487.0,15.2170930064,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 13:55:00,15.1,15.14,15.08,15.14,36700.0,-0.00264200792602,0,0,15.169088,-1,15.1366422511,-0.000604825170333,15.1629487068,0.0,0,0,0,554414.666667,10605106.7752,697187.0,15.2112801518,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 14:00:00,15.09,15.1,15.085,15.1,7743.0,-0.000662251655629,0,0,15.15839744,-1,15.1273138009,-0.000616282664189,15.1560012109,0.0,0,0,0,116854.775,10721961.5502,704930.0,15.209966309,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 14:05:00,15.1,15.1,15.05,15.08,22516.0,0.000662690523525,0,0,15.1489897472,-1,15.1218510407,-0.000361118982696,15.1506677622,0.0,0,0,0,339616.333333,11061577.8835,727446.0,15.2060467492,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
2017-04-17 14:10:00,15.09,15.11,15.08,15.1,43324.0,-0.000662251655629,0,0,15.1331513876,-1,15.1154808325,-0.000421258490076,15.1448898801,0.0,0,0,0,653903.573333,11715481.4569,770770.0,15.1997112717,-1,0,0,1,0.0,0,0.0,20170421 18:49:30
